student_id,age,gender,study_hours_per_day,social_media_hours,netflix_hours,part_time_job,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,parental_education_level,internet_quality,mental_health_rating,extracurricular_participation,exam_score,caffeine_intake,sleep_quality,diet_score,internet_score,part_job_score,stress_proxy,focus_proxy
S6044,17.01264510548502,Male,1.3142342050379099,0.14257440606159075,3.5368358140820275,No,81.43304518862998,5.7078229139667,Poor,5.014203732794853,Master,Average,2.1694538779104464,Yes,45.42379834759137,2.208259698829348,2.768241141907914,-1,0,0,5.671579934324521,5.346499289305148
S6045,23.951940932925343,Male,3.4995298999477136,1.5882369016356186,2.104089042678065,No,70.45461394686001,9.304070675720768,Good,0.05786445567764694,Bachelor,Average,5.8670093601390105,No,66.92783925951447,1.8160558986497337,6.398346985583253,1,0,0,3.55259658571265,7.557405527572615
S6046,18.000228137720082,Female,3.1631868305747184,2.186807997008927,1.5662144865044063,No,59.89624777772352,6.477484607992635,Good,2.1512565933292196,Bachelor,Good,6.995731573423849,No,63.43482907455182,3.9976872985041707,4.466835505279279,1,1,0,3.3869063523520095,6.810625020339092
S6047,17.176901211641066,Male,3.9148275033385636,2.4285447667821947,1.1800204351887187,No,90.69690784230163,7.132662560882296,Good,0.8426270682659112,Bachelor,Average,7.067063158372912,Yes,76.32231839594456,2.9033743453162337,5.77381835678299,1,0,0,3.6875969720981474,7.48975854227711
S6048,22.844778636795244,Male,5.676384238807611,4.552325827068965,1.1306376475385804,No,85.60573403387343,5.442731855245931,Good,4.922505402635158,,Poor,6.338744261626224,Yes,88.98109744894954,5.340146245127799,5.545587271857336,1,-1,0,4.279329989612633,6.186372238986331
S6049,21.900630583910175,Male,4.928946423124001,4.277146963190794,3.2739266747313702,No,75.08086435264988,8.97953351862202,Fair,1.1266579476474063,High School,Average,1.9493606037465967,Yes,68.66419978515025,4.050592365322327,4.378681939573178,0,0,0,5.349075815099684,6.305154840641161
S6050,21.15893353186735,Male,2.491090545706288,3.285462006761226,1.9375485435759423,No,76.89521122490191,4.11729796308655,Fair,1.1453363128367007,Bachelor,Good,6.007268693256787,No,40.78593023370084,5.584156536012422,2.9916060932720168,0,1,0,5.2193736584851145,4.336785501650731
S6051,19.117717287814816,Male,3.768161781263455,1.7921460316825741,0.9350656373806241,Yes,75.3320475872262,5.886766222065013,Fair,0.8574177210443502,High School,Average,1.0589530097811264,No,54.183061268156344,5.561304063089285,1.0,0,0,1,7.044344126985192,3.1343217863582815
S6052,17.958092801293105,Female,3.2295042778192014,4.100101703885545,0.7176299162539932,No,80.64073929395971,5.631722223072868,Poor,0.1582162821805376,Master,Good,8.016575143421015,No,69.17569996532103,4.622853516560615,2.0463972641191934,-1,1,0,5.777263740983879,5.147053171826233
S6053,21.098602241777545,Male,3.483480897659858,3.9298772669530257,2.4872652778699544,Yes,63.271006421264936,6.650934977571241,Good,2.7395164830583107,,Good,9.891614346137906,No,76.03407343003441,6.033316565785248,3.522614332940819,1,1,1,5.017376983869273,5.340324880682837
S6054,23.039378005851574,Female,2.7852311978135944,4.12962324219819,1.7162286880952127,Yes,90.47877289546037,5.060873506805788,Fair,1.0633541700588534,Bachelor,Average,6.211471620874411,Yes,54.92887624678781,5.69727780659191,3.4027920621861685,0,0,1,6.363758100010043,4.2869786022573795
S6055,21.173139154093022,Male,6.609152590714952,1.3461155965848686,0.8483683089277024,No,100.0,7.9757333523345615,Fair,4.0221575489147146,Bachelor,Good,1.93437421174084,No,92.75275463360978,4.481635706643869,4.78356750257146,0,1,0,4.13253117340767,6.745290586427795
S6056,23.008598777830127,Female,3.8691625535492893,1.096465233433218,2.9570134725802677,No,87.06566548800271,6.963604568153016,Fair,0.925756839557055,Master,Average,10.0,No,74.12261045693056,3.9540109188304298,5.020739875004882,0,0,0,3.9975202234108944,6.88125841360561
S6057,22.11836304869865,Male,5.047605630937447,4.102119301708912,3.8694738091169825,No,95.49508329586816,5.832847485369679,Fair,0.0,,Good,5.969120240736456,No,76.86038617833304,6.362535419157967,2.314257870320798,0,1,0,6.443671785545299,3.8695429842612414
S6058,24.0,Female,4.440438953967108,0.9159465215842824,3.2408170842541812,No,63.29072300127219,7.1502311081234655,Poor,0.0,Bachelor,Good,1.9137425826915222,No,65.9535385928297,2.9291548832470506,2.8268232001141733,-1,1,0,5.447740661883122,5.450112697684051
S6059,18.06902361817456,Female,5.931152116277436,3.6169545143536594,0.7800035787437073,No,92.93312410408952,7.132270941858053,Good,0.0,High School,Good,3.1492436465810782,No,88.41373141659766,4.353147869274108,3.7208504295389178,1,1,0,4.670424936752676,6.801036203097079
S6060,20.005692715751795,Female,4.916491353805418,0.9516787049887232,0.003190239082247598,No,80.59084304709391,8.133955148041602,Good,5.201128086556234,High School,Average,1.0374369819546387,No,87.63948303328179,2.6239324218120053,4.945508281928431,1,0,0,3.340157576970162,7.818626084191071
S6061,21.08337397643589,Male,5.502797097347779,2.131069782274715,0.9843341814363092,Yes,84.62444712393312,5.042409594931852,Fair,3.083356652031758,Bachelor,Good,1.0,No,88.83021012566216,5.695272940286682,2.20492061926787,0,1,1,6.447193579272229,4.334882439689313
S6062,19.95784477160624,Male,3.341486161788373,3.6574540693208966,2.668870215486484,No,100.0,6.199890103399192,Fair,2.1452637559834535,High School,Poor,2.042392188671435,Yes,58.105414673170685,4.483219692520723,2.7701571865406915,0,-1,0,6.1940691047654175,5.312276727017418
S6063,18.275583353911,Female,3.4641003449110626,5.269370816135814,0.8071821845031276,Yes,80.14700671076632,7.39925948339877,Good,0.0,Master,Good,1.9107180974081943,Yes,53.40467093093779,5.967688867673525,4.041400834606693,1,1,1,5.875766650094344,4.875576907261351
S6064,24.0,Male,2.015271291537674,0.0288875488929399,3.0580425233821957,No,74.16232885502153,6.350907399538744,Good,6.0,High School,Average,2.773789288503825,Yes,57.331191723581775,2.1990610358730622,5.694334306786692,1,0,0,3.1901223413381206,7.377825624601949
S6065,21.968502136939374,Male,0.8477748841003948,3.8618777826404256,2.3532209742238397,No,62.59588901617625,5.540916406484906,Fair,0.0,Master,Good,5.136187860844434,No,32.110333702910175,3.275062908827741,1.5628725909204426,0,1,0,5.454428505517032,5.108450450705748
S6066,20.903557331073973,Male,6.048807717486299,3.3975847057930753,2.207223192848478,No,74.16327676879963,5.462999933819936,Fair,0.0,High School,Average,7.891288780773154,Yes,89.90533444346198,5.348705997042316,2.5723401027899424,0,0,0,5.849403162190524,4.425222475970092
S6067,18.12662466903644,Male,1.7569028415510666,0.8715035075643603,1.7218730388768626,No,78.30153837632957,7.79732600975202,Good,5.944047732391994,Bachelor,Good,6.037353884684423,No,64.41588334545298,3.5177599756504008,6.073054184430717,1,1,0,2.1584791212492,8.451263744958611
S6068,19.100077741898925,Male,2.972947989559344,2.5599461403632,1.5923511209362704,No,70.81086398773935,5.439516344492462,Fair,0.04948505622337288,Master,Average,7.130959514049481,Yes,53.600314001384234,6.6188965015441905,1.0,0,0,0,6.53840865952974,3.172852936158501
S6069,17.0,Male,3.764720225705384,0.9686853236921901,0.9790521712578465,No,84.98349220059919,5.914538893924456,Good,4.928416042983097,Bachelor,Good,7.965478835035808,No,81.6277422440275,1.9210145490982722,7.857639521146654,1,1,0,1.458410930612418,8.83684154709144
S6070,20.06652535320633,Female,2.4829165224266956,1.5783036429643074,1.3681299414144124,Yes,87.31885565777159,5.164542223573624,Good,5.91524972584779,Bachelor,Poor,10.0,No,73.32814286561194,4.135787542319836,3.8285186232902455,1,-1,1,3.9067786594623644,5.937759957941507
S6071,23.825905135852246,Male,1.9384275568455565,3.193586539856035,1.9951226167677354,No,92.99306851445513,5.340074043316367,Good,4.040138913441545,,Poor,5.903071130820459,No,54.29608364155433,1.384368484731687,4.555563197028748,1,-1,0,4.593395111212924,6.1849286964633805
S6072,20.021346524634975,Female,6.079494759497064,1.5113763113464134,1.234675242709943,No,91.8897427566957,8.117647587888396,Fair,4.9945802752141635,Bachelor,Average,9.15717114181716,No,100.0,4.529761401819958,6.119096325944142,0,0,0,3.4094751591547428,8.143364358170436
S6073,24.0,Male,5.218684960867036,0.43480734046692104,1.340885247094168,No,88.98418523691993,4.103154302169924,Good,3.929056110193079,Bachelor,Average,7.974123873266883,No,98.8981830504375,3.5504903060623616,3.8473967853236215,1,0,0,3.8007431757592673,6.837044550503057
S6074,24.0,Female,2.6224132504984325,1.3688347745755234,2.113281159834743,Yes,84.46976619118503,7.075961379141947,Fair,0.0,High School,Average,7.0765230729049495,No,61.417852363180444,4.471055704404154,3.6341951863816484,0,0,1,5.7765904207461105,5.743223397366423
S6075,23.911043675162702,Female,1.7437062789860038,2.4244684134950893,3.4614102220494654,Yes,92.55839294695068,8.761360316414132,Fair,2.9290221117526656,Bachelor,Good,10.0,No,53.235017924695434,2.7594426687531617,6.20684209799077,0,1,1,4.145355136316048,8.436644175503218
S6076,22.85247174653525,Male,3.7753576282101555,2.0869849299313534,1.5475372867232324,No,78.63334824576648,6.456652485270962,Good,3.0824969500403467,High School,Good,1.0,No,63.308195590562605,3.3960897065618845,4.59175746601525,1,1,0,3.7299749148020473,6.989471564429832
S6077,20.896663158347366,Female,4.376504688752888,0.9712522461461854,1.9830736678328489,Yes,77.88923467377718,4.565631497278186,Fair,0.04228355518291615,Bachelor,Average,7.902446703784984,No,71.98750204925291,5.627852220404245,2.605534188382561,0,0,1,6.248348387152049,3.959475794324005
S6078,23.845753345325228,Female,2.668073371942438,2.283265230855668,1.6292723932295892,No,66.82497059711642,8.42467698466498,Good,2.9235223439919826,High School,Good,6.975400447241178,Yes,73.35865147676337,5.790707331372089,5.08553070321524,1,1,0,3.3724390734422247,6.2398174799430866
S6079,19.154256909265904,Female,2.674984504997467,1.0887198408163188,2.3739670639441965,No,80.09857861126414,7.61100338288718,Fair,0.9275515487810828,,Poor,1.018169131818237,No,57.64074696948943,1.6531504665137557,4.289216120937735,0,-1,0,5.751368187858527,5.79818963584195
S6080,24.0,Male,2.8835258979556917,3.775708593672773,2.124483697628637,No,80.06346577392829,6.472718165906935,Good,5.883808236936161,Bachelor,Good,5.0876157583681625,Yes,52.0383687932213,3.231307941733397,6.362386520342086,1,1,0,2.8422217932209493,8.51586301883328
S6081,22.036954586247074,Female,4.594898902369808,1.6997714947250395,3.1008412288135068,No,75.13947400858378,6.22262857536883,Fair,5.9601742831455145,High School,Average,8.173813102607529,No,90.24241117094671,4.322558623334779,1.0,0,0,0,5.087694614310947,5.492550393130777
S6082,20.14094351295781,Male,4.202629503933737,4.373525879697034,2.048852427667954,No,85.66878106628265,5.628842064250274,Poor,2.012451718587561,Master,Good,4.893872202650396,No,69.73921104749594,3.5972401233379157,1.8218202613119883,-1,1,0,5.786406475114159,5.304728705033358
S6083,21.015459463592986,Female,1.910146177722878,1.2140274547389958,0.8833754450911641,No,85.14878280057206,5.049658792914587,Fair,1.9109885995109812,Bachelor,Good,6.971281645820849,Yes,58.99348432664135,1.7099320063746293,4.495476023251883,0,1,0,3.7978773554033474,6.511807143234862
S6084,20.989023642652814,Male,3.122604861303856,2.7384528538084822,1.8739624837392903,No,98.10202881126501,8.23764461349699,Fair,3.2215117598946224,Bachelor,Poor,1.1597139217177672,No,64.30920003623214,2.6778162774808134,4.673013726362919,0,-1,0,5.308006994472736,6.838387458766477
S6085,17.961565801821763,Female,1.4010763959214532,3.4036930008022734,0.0,No,90.45376452731168,4.657099153460363,Fair,0.06317116461945613,High School,Poor,10.0,Yes,54.05388630122902,3.982995471962469,3.2711741891120067,0,-1,0,4.83824587078157,5.3395742840705145
S6086,17.964179335327824,Male,2.536249944506173,3.6958432872849087,2.3843626450424615,No,86.6301179980614,7.039878195511142,Poor,4.996741545734321,High School,Good,3.7578745960460105,Yes,66.0959023054878,1.6198864425520407,5.150482420019552,-1,1,0,4.740267674198682,7.1294420506401295
S6087,18.82137599973004,Female,3.9537773877209768,0.6528368101474913,0.6685310755287351,Yes,88.55881072245663,5.690661727898257,Poor,1.0086154025754233,High School,Poor,1.0,Yes,72.12768935247453,4.371562964537267,1.079529284303131,-1,-1,1,7.713897941172042,4.0268023412816785
S6088,24.0,Male,4.559229112426444,1.8383956496594793,1.5528966439456429,No,90.22158346823409,5.348411213742839,Fair,0.0,High School,Average,1.0,Yes,59.62489028467536,4.057553193860577,2.907664942313788,0,0,0,5.676760123902563,5.369865177249045
S6089,18.995345266090737,Male,4.7415775237409274,1.0983771079208886,2.376109065927466,No,99.36814572230372,6.641912632802697,Fair,0.8785730798885572,,Average,10.0,No,89.77427374719025,3.1315037619326604,6.06373122476756,0,0,0,3.502997185811314,7.837826067877339
S6090,21.086018335901144,Male,5.140201147405242,3.670044145746436,2.8499301481292965,No,88.36769201284947,4.408865002190301,Good,2.1339708059068694,High School,Poor,3.0759336715112644,No,72.40622934875414,4.761523452252821,1.88178014634073,1,-1,0,5.948067606646964,4.4806127737453405
S6091,22.01079307679011,Female,1.958131103735143,1.2954567934453292,3.4060686912548013,Yes,74.97111811463985,4.905167425493119,Fair,1.1655883389992123,High School,Average,8.872836465597695,No,54.17413424148297,4.4107080937606105,2.6884298208216637,0,0,1,5.2094448175830665,4.840770170105651
S6092,19.981223183350256,Male,2.1874503339178255,1.143117092133319,3.0574432823009974,No,88.68222323434313,7.586631577477487,Good,3.7756447619446782,Master,Average,3.094477728932755,No,51.66275782295028,1.7622431079420424,5.387824958603021,1,0,0,3.6042488630451293,7.4141188054062415
S6093,20.89945998994964,Female,2.214441959939667,3.9126272128257633,1.921994209336944,No,85.7519554919126,6.229053726642043,Poor,0.04763634509159112,High School,Average,5.035868739381975,Yes,46.29099728161138,6.197932104889544,3.0874055931157627,-1,0,0,6.668387991739978,4.064175920798643
S6094,20.00832684250833,Female,4.825297585516671,0.7337595479105562,0.04368174181291349,No,80.88798290193022,7.939603511057545,Good,5.1399201202144456,High School,Average,1.0,No,88.14773912570286,2.7254697993622607,4.7031345779388465,1,0,0,3.8304323658716,7.516763556829878
S6095,18.08519624933771,Female,4.386754228203805,2.622256848360104,1.198722513700945,No,70.80821275132028,8.434349034180018,Good,4.96539138448401,Bachelor,Average,8.914370694525122,No,87.45465684179793,2.7450825973975728,8.4,1,0,0,2.256636197352716,9.11217356377134
S6096,17.0,Male,5.392938731180117,3.3237393379284743,2.5873802200397296,No,86.13297935882824,7.161059703337198,Fair,6.0,High School,Good,7.723136209533406,No,97.35772290992738,4.925044730139739,6.160721727676445,0,1,0,3.07747486172932,7.6093501476858245
S6097,22.01009490637698,Female,3.455390955079433,2.585603705337311,2.2546093034784898,No,63.600615198523634,7.365835283583259,Poor,1.0777101709082,Master,Good,3.830440121123437,No,63.48761079106881,3.4395554959089383,5.48052606151283,-1,1,0,4.957818673393162,6.2906628764990264
S6098,24.0,Female,1.850225835202308,2.4005147841365466,3.290367739665826,Yes,91.86402657731286,8.76875921385271,Fair,3.0456641944995897,Bachelor,Good,9.731800399704708,No,53.77316769487695,2.673919347109602,5.966766057140685,0,1,1,3.783200906817845,7.8305575514238415
S6099,23.917131751431533,Male,4.105515895756518,2.8969310773378276,2.1864497471594593,No,72.43530975193015,6.625464628081881,Poor,3.975223199845509,Bachelor,Poor,1.7797808597040266,No,64.69389354176504,3.7058374660888758,3.1972360298221982,-1,-1,0,5.9134690653154385,5.1605233352419
S6100,17.932158457692093,Female,7.608182537241179,3.5860382344713533,1.8592726718955914,Yes,86.15748711746421,7.7854093163632765,Fair,6.0,Bachelor,Average,3.239092968713834,No,94.9945261685084,3.064161047808271,3.058904446177557,0,0,1,6.129484772715164,6.570823502859814
S6101,18.026613639290105,Male,2.1956866508563175,0.5187289048507142,1.0580213106434213,No,100.0,6.1621147973161845,Fair,0.0,Bachelor,Good,8.943039872408946,No,73.46621255838977,3.9554226323210533,3.276410633520088,0,1,0,3.8125442122741973,6.70515622206586
S6102,18.869197575456464,Female,2.067375531695095,0.7292562724894451,2.551415610133353,No,95.11213505421209,5.93830395336619,Good,0.03002255787500838,High School,Poor,3.747434619726138,No,44.349350186734135,2.5480209098795634,4.218063872237492,1,-1,0,5.061185167991569,6.027492422990136
S6103,18.04038293769146,Male,3.9885793346204728,2.134033022728859,2.3871605989025424,No,87.61088274459583,5.546494602822041,Fair,4.025601745127659,High School,Good,10.0,No,81.93124512351807,3.208544767116589,4.892514075397682,0,1,0,3.1930228358757113,7.451886736327976
S6104,23.89667165068396,Female,5.844157533195072,3.0113831023354356,0.400134608018475,No,66.49343397149165,3.2,Fair,1.956019191002817,High School,Average,8.041273922857478,No,90.41037143173403,4.826541753868541,1.6484518104600412,0,0,0,5.060447058948789,4.359289809236481
S6105,22.122658604119785,Male,3.936747400788745,0.934443753782832,1.9287392771570813,Yes,80.25109564100428,6.1753353227087615,Fair,0.8028215906349381,,Good,10.0,No,78.55777367244885,5.622488323587105,4.650490828323723,0,1,1,4.519094683837849,5.563118747238524
